of,tren,sku,fecha_fin,oee,disponibilidad,rendimiento,ineficiencia,familia,marca,cerveza,envase,tipo_envase,cambios,mat_precio,par_tot,pnp,limpieza,idle,h_tot,hl,uds,maintenance_flag,tipo_cambio,ch_brand,ch_envase,ch_volume,ch_palet,ch_product,ch_cap,ch_primary,ch_secondary,par_tot_min,pnp_min,limpieza_min,idle_min
0000630849-1,19.0,EN13LB24,2025-08-11,0.25610924772400573,0.3915508704679764,0.6540893330613909,0.13544162274397062,130024PCTR0000,ESTRELLA NON-ALCOHOLIC,K010504,KR01621,LATA 1/3 SR.,NO,"ESTRELLA NON ALCOHOLIC 1/3 LATA 0,0%",2.116388888888889,1.4708333333333334,0.33916666666666667,0.0,3.4783333333333335,264.6,80182.0,1,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.98333333333333,88.25,20.35,0.0
0000668836-1,19.0,EN13LB24,2025-09-29,0.5999540705017797,0.6774600987484212,0.885593220338983,0.0775060282466414,130024PCTR0000,ESTRELLA NON-ALCOHOLIC,K010504,KR01621,LATA 1/3 SR.,NO,"ESTRELLA NON ALCOHOLIC 1/3 LATA 0,0%",0.7802777777777778,0.39611111111111114,0.0,0.0,2.4191666666666665,431.14,130649.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,46.81666666666667,23.76666666666667,0.0,0.0
PRT9900015522-M,19.0,EN13LB24,2025-02-26,0.18470863462356443,0.2321352615908124,0.7956939990838295,0.04742662696724798,130024PCTR0000,ESTRELLA NON-ALCOHOLIC,K010504,KR01621,LATA 1/3 SR.,SI,"ESTRELLA NON ALCOHOLIC 1/3 LATA 0,0%",4.030833333333334,3.9925,0.0,0.0,5.224444444444444,286.68,86874.0,1,Volumen Envase,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,241.85000000000002,239.55,0.0,0.0
0000597798-1,19.0,EN25LBUK,2025-06-11,0.41821240327464393,0.6356173600986879,0.6579625251420305,0.21740495682404395,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",4.512777777777777,3.8905555555555558,0.07111111111111111,0.0,12.384722222222223,1777.59,403997.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,270.76666666666665,233.43333333333334,4.266666666666667,0.0
0000607241-1,19.0,EN25LBUK,2025-07-01,0.5342916763273824,0.6226292603756086,0.8581216950919789,0.0883375840482263,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",4.356388888888889,1.5744444444444445,0.11361111111111111,2.095833333333333,8.08611111111111,1098.47,249652.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,261.3833333333333,94.46666666666667,6.816666666666666,125.75
0000616593-1,19.0,EN25LBUK,2025-07-17,0.2957450084689216,0.4166709438998101,0.7097807341709781,0.12092593543088846,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",6.313888888888888,5.963611111111111,0.0,0.0,10.823888888888888,1098.62,249687.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,378.8333333333333,357.81666666666666,0.0,0.0
0000630521-1,19.0,EN25LBUK,2025-07-31,0.5042794759825328,0.6798253275109171,0.7417780061664954,0.17554585152838428,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",1.0183333333333333,0.6830555555555555,0.0,0.0,3.1805555555555554,550.51,125116.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.1,40.983333333333334,0.0,0.0
0000636556-1,19.0,EN25LBUK,2025-08-13,0.3897998375064628,0.6061008937144545,0.6431269802583476,0.21630105620799173,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",2.0819444444444444,2.0819444444444444,0.0,0.0,7.5216666666666665,1006.33,228712.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,124.91666666666666,124.91666666666666,0.0,0.0
0000664593-1,19.0,EN25LBUK,2025-09-23,0.34636999655923845,0.48205069388691363,0.7185343802046158,0.13568069732767518,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",2.508888888888889,2.3494444444444444,0.019166666666666665,0.0,4.8438888888888885,575.84,130873.0,0,Volumen Envase,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,150.53333333333333,140.96666666666667,1.15,0.0
0000673983-1,19.0,EN25LBUK,2025-10-08,0.23839646368417042,0.3405736351395981,0.6999850813068775,0.10217717145542769,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",7.135,7.135,0.0,0.0,10.934166666666666,894.67,203335.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,428.09999999999997,428.09999999999997,0.0,0.0
0000698635-1,19.0,EN25LBUK,2025-11-19,0.3901017351647462,0.5541463151361417,0.7039688336985634,0.1640445799713954,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",4.589444444444444,3.867777777777778,0.0,0.0,10.293611111111112,1378.21,313230.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,275.3666666666667,232.0666666666667,0.0,0.0
PRT9900016611-M,19.0,EN25LBUK,2025-10-23,0.3106971597196606,0.40807819992622646,0.761366717888457,0.09738104020656584,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",4.4575000000000005,3.4491666666666667,0.0225,0.0,7.530555555555556,803.04,182508.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,267.45000000000005,206.95,1.3499999999999999,0.0
PRT9900016671-M,19.0,EN25LBUK,2025-11-06,0.4692430420138273,0.7004668203037286,0.6699004555424329,0.23122377828990132,250424PATRCT00,ESTRELLA NON-ALCOHOLIC,K010504,KR04200,LATA 2/5,NO,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",1.4116666666666666,1.4080555555555556,0.0,0.003611111111111111,4.704444444444444,757.07,172061.0,1,,,,,,,,,,84.7,84.48333333333333,0.0,0.21666666666666665
0000576293-1,19.0,ENB13LB,2025-05-08,0.31519869647868204,0.4204761473703268,0.7496232508073197,0.1052774508916448,130624PCTRCT00,ESTRELLA NON-ALCOHOLIC,K010503,KR02104,LATA 1/3 SR.,NO,ESTRELLA N.A.1/3LATA FCB MALT BEV B24 LC,1.7783333333333333,1.063611111111111,0.0,0.0,3.068611111111111,287.31,87065.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,106.7,63.81666666666666,0.0,0.0
0000636557-1,19.0,ENB13LB,2025-08-19,0.4799677332616295,0.558124943981357,0.8599646699855468,0.07815721071972752,130624PCTRCT00,ESTRELLA NON-ALCOHOLIC,K010503,KR02104,LATA 1/3 SR.,NO,ESTRELLA N.A.1/3LATA FCB MALT BEV B24 LC,1.3694444444444445,0.30916666666666665,0.0,0.0,3.0991666666666666,441.79,133876.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,82.16666666666667,18.549999999999997,0.0,0.0
0000662118-1,19.0,ENB13LB,2025-09-10,0.3020979020979021,0.40383095165703864,0.748080108417407,0.10173304955913652,130624PCTRCT00,ESTRELLA NON-ALCOHOLIC,K010503,KR02104,LATA 1/3 SR.,NO,ESTRELLA N.A.1/3LATA FCB MALT BEV B24 LC,2.723333333333333,2.235,0.0,0.0,4.5680555555555555,409.9,124212.0,1,"Pack, Primario",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,163.39999999999998,134.1,0.0,0.0
0000704492-1,19.0,ENB13LB,2025-12-11,0.2469743804683816,0.34248441347514014,0.7211258987303044,0.09551003300675853,130624PCTRCT00,ESTRELLA NON-ALCOHOLIC,K010503,KR02104,LATA 1/3 SR.,NO,ESTRELLA N.A.1/3LATA FCB MALT BEV B24 LC,3.486111111111111,1.8891666666666667,0.0,0.0,5.301944444444445,388.92,117853.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,209.16666666666666,113.35,0.0,0.0
PRT9900015545-M,14.0,ENB13LB,2025-03-05,0.24667091656041934,0.32104405723190255,0.7683397683397684,0.0743731406714832,130624PCTRCT00,ESTRELLA NON-ALCOHOLIC,K010503,KR02104,LATA 1/3 SR.,SI,ESTRELLA N.A.1/3LATA FCB MALT BEV B24 LC,5.325277777777778,4.8052777777777775,0.0,0.0,7.843333333333334,383.11,116094.0,1,"Pack, Primario",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,319.51666666666665,288.31666666666666,0.0,0.0
PRT9900015770-M,19.0,ENB13LB,2025-05-09,0.4190364277320799,0.4690951821386604,0.8932865731462926,0.050058754406580495,130624PCTRCT00,ESTRELLA NON-ALCOHOLIC,K010503,KR02104,LATA 1/3 SR.,SI,ESTRELLA N.A.1/3LATA FCB MALT BEV B24 LC,0.6275,0.23444444444444446,0.0,0.0,1.1819444444444445,147.13,44585.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,37.65,14.066666666666666,0.0,0.0
0000607887-1,19.0,EX1224BI,2025-06-28,0.42358402971216347,0.559238625812442,0.7574298522331064,0.13565459610027855,120024PCTR0000,ESTRELLA DAMM,K015600,KR02046,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.3186111111111112,1.0486111111111112,0.0,0.0,2.9916666666666667,494.27,98853.0,0,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.11666666666667,62.91666666666667,0.0,0.0
0000678758-1,19.0,EX1224BI,2025-10-14,0.4035162493340437,0.4740543420351625,0.8512025174196448,0.07053809270111881,120024PCTR0000,ESTRELLA DAMM,K015600,KR02046,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.371111111111111,1.1033333333333333,0.0,0.0,2.6069444444444443,410.33,82066.0,1,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.26666666666665,66.2,0.0,0.0
0000528591-1,19.0,EX1224LB,2025-01-21,0.5039667548167737,0.6286361919153759,0.8016826923076923,0.12466943709860219,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,SI,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",0.8191666666666666,0.6538888888888889,0.0,0.0,2.2058333333333335,433.57,86713.0,1,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.15,39.233333333333334,0.0,0.0
0000546718-1,19.0,EX1224LB,2025-03-03,0.49627536604161315,0.5613922424865142,0.8840082361015786,0.0651168764449011,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,SI,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",0.9486111111111111,0.8772222222222222,0.0077777777777777776,0.0,2.162777777777778,418.69,83737.0,1,Volumen Envase,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,56.916666666666664,52.63333333333333,0.4666666666666667,0.0
0000591982-1,19.0,EX1224LB,2025-06-05,0.29761726359958035,0.4100854188520905,0.7257445642243742,0.11246815525251011,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",2.1869444444444444,0.9688888888888889,0.0,0.0,3.707222222222222,430.39,86077.0,1,"Pack, Primario",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,131.21666666666667,58.13333333333333,0.0,0.0
0000613822-1,19.0,EX1224LB,2025-07-09,0.26344706588485156,0.3649291287686412,0.7219129554655871,0.10148206288378965,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",3.8208333333333333,1.5930555555555554,0.20805555555555555,0.0,6.016388888888889,618.21,123642.0,0,Volumen Envase,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,229.25,95.58333333333333,12.483333333333333,0.0
0000623082-1,19.0,EX1224LB,2025-07-24,0.4450770261219022,0.6135298057602143,0.7254366812227074,0.16845277963831212,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",0.9616666666666667,0.6394444444444445,0.11833333333333333,0.0,2.4883333333333333,432.03,86406.0,0,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.7,38.36666666666667,7.1,0.0
0000631491-1,19.0,EX1224LB,2025-08-07,0.41337782936738254,0.5969965177016832,0.692429213756228,0.18361868833430064,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.5430555555555554,1.4313888888888888,0.0,0.0,3.828888888888889,617.32,123463.0,1,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.58333333333333,85.88333333333333,0.0,0.0
0000636558-1,19.0,EX1224LB,2025-08-20,0.14778251439682896,0.3089148156458006,0.4783924464350563,0.16113230124897165,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",5.005,4.8175,0.1875,0.0,7.428333333333334,428.2,85639.0,1,Volumen Envase,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,300.3,289.05,11.25,0.0
0000668837-1,19.0,EX1224LB,2025-09-29,0.3947976878612717,0.4490173410404624,0.8792481977342945,0.05421965317919075,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",2.647777777777778,1.7963888888888888,0.0,0.0,4.805555555555555,739.93,147986.0,1,Volumen Envase,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,158.86666666666667,107.78333333333333,0.0,0.0
0000678759-1,19.0,EX1224LB,2025-10-14,0.26289217454020913,0.36429859358095923,0.7216392793506237,0.1014064190407501,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",2.4483333333333333,1.5197222222222222,0.0,0.0,3.8513888888888888,394.97,78994.0,0,Volumen Envase,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,146.9,91.18333333333334,0.0,0.0
0000691824-1,19.0,EX1224LB,2025-11-10,0.5241813401322605,0.6284758186598678,0.834051724137931,0.10429447852760736,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.8463888888888889,0.7755555555555556,0.0,0.5511111111111111,4.0375,712.8,142560.0,1,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.78333333333333,46.53333333333333,0.0,33.06666666666666
0000700702-1,19.0,EX1224LB,2025-11-25,0.3894181344664519,0.47145500651086286,0.8259921500218055,0.08203687204441094,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",2.1422222222222222,1.6783333333333332,0.0,0.0,4.053055555555556,615.6,123119.0,0,"Pack, Primario",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,128.53333333333333,100.69999999999999,0.0,0.0
0000704493-1,19.0,EX1224LB,2025-12-09,0.4901353521449874,0.6366139022711631,0.7699099099099099,0.14647855012617572,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",0.9105555555555557,0.8547222222222223,0.0,0.005277777777777778,2.4269444444444446,462.96,92591.0,0,Volumen Envase,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,54.63333333333334,51.28333333333334,0.0,0.31666666666666665
PRT9900016445-M,19.0,EX1224LB,2025-09-03,0.42624347640856314,0.5238044520183193,0.8137454249694998,0.0975609756097561,120024PCTR0000,ESTRELLA DAMM,K015600,KR02042,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.2419444444444445,0.7733333333333333,0.0,0.0,2.6080555555555556,433.62,86723.0,0,"Pack, Primario",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.51666666666667,46.4,0.0,0.0
0000546719-1,19.0,EX1224LI,2025-03-03,0.46070659198621283,0.550452391210685,0.8369599248591109,0.0897457992244722,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,SI,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",2.8983333333333334,2.5316666666666667,0.0,0.0,6.447222222222222,1158.43,231686.0,0,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.9,151.9,0.0,0.0
0000560441-1,19.0,EX1224LI,2025-04-01,0.39301209000983395,0.4977150459883149,0.7896327289632729,0.10470295597848094,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,SI,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.9461111111111111,1.9461111111111111,0.0,0.0,4.801944444444445,736.08,147215.0,1,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,116.76666666666667,116.76666666666667,0.0,0.0
0000566732-1,19.0,EX1224LI,2025-04-14,0.3464082098061574,0.4700684150513113,0.736931473620376,0.12366020524515393,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",2.581944444444445,2.4558333333333335,0.0,0.0,4.872222222222222,658.34,131668.0,0,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.91666666666669,147.35000000000002,0.0,0.0
0000574786-1,19.0,EX1224LI,2025-04-29,0.2643976341185016,0.3625609629552765,0.7292501431024614,0.09816332883677494,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",3.412777777777778,3.071388888888889,0.0,0.0,5.353888888888889,552.12,110424.0,1,Volumen Envase,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,204.76666666666668,184.28333333333333,0.0,0.0
0000578940-1,19.0,EX1224LI,2025-05-17,0.2570808157099698,0.3849131419939577,0.6678930586215355,0.1278323262839879,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",3.781388888888889,0.6986111111111111,0.0,1.9716666666666667,4.913888888888889,295.07,59013.0,0,Contenido,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,226.88333333333333,41.916666666666664,0.0,118.3
0000595483-1,19.0,EX1224LI,2025-06-12,0.256026600166251,0.364159046827376,0.7030625832223701,0.10813244666112497,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",2.7383333333333333,1.3083333333333333,0.9461111111111111,0.18861111111111112,4.198611111111111,462.07,92413.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,164.3,78.5,56.766666666666666,11.316666666666666
0000623083-1,19.0,EX1224LI,2025-07-25,0.767293485560779,0.845785762256548,0.9071960297766749,0.07849227669576897,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",0.3236111111111111,0.3236111111111111,0.0,0.0,3.3088888888888888,990.27,198054.0,0,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.416666666666668,19.416666666666668,0.0,0.0
0000691825-1,19.0,EX1224LI,2025-11-10,0.18780788177339902,0.2651888341543514,0.708204334365325,0.07738095238095238,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",3.977777777777778,3.589166666666667,0.0,0.0,5.413333333333333,396.53,79305.0,0,Volumen Envase,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,238.66666666666669,215.35000000000002,0.0,0.0
PRT9900015601-M,19.0,EX1224LI,2025-03-19,0.4619626926196269,0.561962692619627,0.8220522441910809,0.1,120024PCTR0000,ESTRELLA DAMM,K015600,KR02043,LATA 1/2 SR.,SI,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.5002777777777778,0.7208333333333333,0.0,0.0,3.425,617.07,123414.0,0,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.01666666666667,43.25,0.0,0.0
0000536454-1,19.0,EX12B24I,2025-02-05,0.5094213401717026,0.6310625487791282,0.807243816254417,0.12164120860742558,120024PCTR0000,ESTRELLA DAMM,K015600,KR02037,LATA 1/2 SR.,SI,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",0.5444444444444444,0.5444444444444444,0.0,0.0,2.491388888888889,495.04,99007.0,0,Pack. Secundario,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,32.666666666666664,32.666666666666664,0.0,0.0
0000566733-1,19.0,EX12B24I,2025-04-14,0.4015623767063837,0.6374181330387438,0.6299826689774697,0.23585575633236014,120024PCTR0000,ESTRELLA DAMM,K015600,KR02037,LATA 1/2 SR.,NO,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",1.2763888888888888,1.1527777777777777,0.0,0.0,3.520277777777778,551.39,110278.0,1,Volumen Envase,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,76.58333333333333,69.16666666666666,0.0,0.0
0000534619-1,19.0,EX12LB,2025-02-05,0.433022515351376,0.5395345311197028,0.8025853589995785,0.10651201576832689,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,SI,DAMM EXPORT CORRIENTE 1/2 LATA,1.6872222222222222,1.3269444444444445,0.0,0.0,3.6641666666666666,618.83,123766.0,1,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.23333333333333,79.61666666666667,0.0,0.0
0000541600-1,19.0,EX12LB,2025-02-19,0.5092583424101396,0.579958411723933,0.8780945876728701,0.07070006931379344,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,SI,DAMM EXPORT CORRIENTE 1/2 LATA,1.1783333333333332,0.5433333333333333,0.0,0.0,2.805277777777778,557.18,111436.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,70.69999999999999,32.6,0.0,0.0
0000546720-1,19.0,EX12LB,2025-03-03,0.4864700146270112,0.5972696245733788,0.8144897959183673,0.11079960994636763,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,SI,DAMM EXPORT CORRIENTE 1/2 LATA,0.9177777777777778,0.8658333333333333,0.0,0.0,2.278888888888889,432.43,86485.0,0,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.06666666666667,51.95,0.0,0.0
0000553300-1,19.0,EX12LB,2025-03-19,0.43864686056672075,0.4869554362751217,0.9007946680338375,0.04830857570840095,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,SI,DAMM EXPORT CORRIENTE 1/2 LATA,1.1416666666666666,0.74,0.0,0.0,2.225277777777778,380.73,76145.0,1,Contenido,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.5,44.4,0.0,0.0
0000560442-1,19.0,EX12LB,2025-03-31,0.4218613366645846,0.5476577139287945,0.7703010948905109,0.12579637726420986,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,SI,DAMM EXPORT CORRIENTE 1/2 LATA,1.0058333333333334,0.7733333333333333,0.0,0.0,2.223611111111111,365.95,73189.0,0,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.35,46.4,0.0,0.0
0000568793-1,19.0,EX12LB,2025-04-15,0.2982705697387138,0.5036310548775923,0.5922402259551063,0.2053604851388785,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,NO,DAMM EXPORT CORRIENTE 1/2 LATA,1.5897222222222223,1.5730555555555557,0.0,0.016666666666666666,3.7269444444444444,431.61,86322.0,1,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.38333333333334,94.38333333333334,0.0,1.0
0000574787-1,19.0,EX12LB,2025-04-29,0.3628022235617172,0.5018418056392739,0.7229414119845189,0.13903958207755676,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,NO,DAMM EXPORT CORRIENTE 1/2 LATA,2.2711111111111113,1.8652777777777778,0.0,0.004166666666666667,4.151666666666666,586.85,117370.0,0,Referencia,,,,,,,,,136.26666666666668,111.91666666666667,0.0,0.25
0000578941-1,19.0,EX12LB,2025-05-17,0.5140186915887851,0.6697519769949677,0.7674761840869448,0.15573328540618261,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,NO,DAMM EXPORT CORRIENTE 1/2 LATA,1.0208333333333335,0.5919444444444445,0.0,0.0,3.091111111111111,619.69,123938.0,1,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.25000000000001,35.51666666666667,0.0,0.0
0000591983-1,19.0,EX12LB,2025-06-05,0.4979880039480677,0.5553868347126262,0.8966507177033493,0.0573988307645585,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,NO,DAMM EXPORT CORRIENTE 1/2 LATA,1.6266666666666665,1.158611111111111,0.0,0.0,3.658611111111111,710.64,142127.0,0,Contenido,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.6,69.51666666666667,0.0,0.0
0000595485-1,19.0,EX12LB,2025-06-12,0.5505228801705189,0.6334510091254246,0.8690851735015773,0.08292812895490574,120624PCTRCT00,ESTRELLA DAMM,K015600,KR02045,LATA 1/2 SR.,NO,DAMM EXPORT CORRIENTE 1/2 LATA,1.5286111111111111,0.7605555555555555,0.0030555555555555557,0.0,4.170277777777778,895.41,179082.0,0,"Pack, Primario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.71666666666667,45.63333333333333,0.18333333333333335,0.0
